system,task_type,seed,query_id,success,mrr,latency_ms
CogniSync (Hybrid),cross_session,1337,q04_m2,1,1.0,35.0059
CogniSync (Hybrid),cross_session,1337,q04_h2,1,1.0,38.4547
CogniSync (Hybrid),cross_session,1337,q05_m2,1,1.0,34.9581
CogniSync (Hybrid),cross_session,1337,q05_h2,1,1.0,36.435
CogniSync (Hybrid),cross_session,1337,q06_m2,1,0.25,33.6219
CogniSync (Hybrid),cross_session,1337,q06_h2,1,1.0,42.2784
CogniSync (Hybrid),cross_session,1337,q07_m2,1,0.5,35.5085
CogniSync (Hybrid),cross_session,1337,q07_h2,1,1.0,40.5495
CogniSync (Hybrid),cross_session,1337,q08_m2,1,0.5,34.872
CogniSync (Hybrid),cross_session,1337,q08_h2,0,1.0,41.2836
CogniSync (Hybrid),cross_session,1337,q09_m2,1,1.0,38.2095
CogniSync (Hybrid),cross_session,1337,q09_h2,1,1.0,41.2449
Vanilla RAG,code_generation,42,q00_e2,1,1.0,22.4373
Vanilla RAG,code_generation,42,q01_e2,1,1.0,23.8341
Vanilla RAG,code_generation,42,q02_e2,1,1.0,20.1879
Vanilla RAG,code_generation,42,q03_e2,1,1.0,21.6481
Vanilla RAG,code_generation,42,q04_e2,1,1.0,20.679
Vanilla RAG,code_generation,42,q05_e2,1,1.0,21.2328
Vanilla RAG,code_generation,42,q06_e2,1,1.0,21.3516
Vanilla RAG,code_generation,42,q07_e2,1,1.0,20.5202
Vanilla RAG,code_generation,42,q08_e2,1,1.0,20.7338
Vanilla RAG,code_generation,42,q09_e2,1,1.0,20.6222
Vanilla RAG,code_generation,42,q10_e2,1,1.0,22.8962
Vanilla RAG,code_generation,42,q11_e2,1,1.0,20.6446
Vanilla RAG,code_generation,42,q12_e2,1,1.0,18.4699
Vanilla RAG,code_generation,42,q13_e2,1,1.0,20.8757
Vanilla RAG,code_generation,42,q14_e2,1,1.0,29.4673
Vanilla RAG,code_generation,42,q15_e2,1,1.0,24.4449
Vanilla RAG,code_generation,42,q16_e2,1,0.5,21.5097
Vanilla RAG,code_generation,42,q17_e2,1,1.0,19.8861
Vanilla RAG,code_generation,42,q18_e2,1,1.0,19.0787
Vanilla RAG,code_generation,42,q19_e2,1,0.5,21.8104
Vanilla RAG,code_generation,123,q00_e2,1,1.0,24.2869
Vanilla RAG,code_generation,123,q01_e2,1,1.0,22.2679
Vanilla RAG,code_generation,123,q02_e2,1,1.0,21.2758
Vanilla RAG,code_generation,123,q03_e2,1,1.0,21.9429
Vanilla RAG,code_generation,123,q04_e2,1,1.0,20.9414
Vanilla RAG,code_generation,123,q05_e2,1,1.0,20.8213
Vanilla RAG,code_generation,123,q06_e2,1,1.0,21.4747
Vanilla RAG,code_generation,123,q07_e2,1,1.0,19.7503
Vanilla RAG,code_generation,123,q08_e2,1,1.0,19.7845
Vanilla RAG,code_generation,123,q09_e2,1,1.0,20.353
Vanilla RAG,code_generation,123,q10_e2,1,1.0,21.0869
Vanilla RAG,code_generation,123,q11_e2,1,1.0,19.8803
Vanilla RAG,code_generation,123,q12_e2,1,1.0,20.755
Vanilla RAG,code_generation,123,q13_e2,1,1.0,25.7466
Vanilla RAG,code_generation,123,q14_e2,1,1.0,26.9571
Vanilla RAG,code_generation,123,q15_e2,1,1.0,25.4172
Vanilla RAG,code_generation,123,q16_e2,1,0.5,21.985
Vanilla RAG,code_generation,123,q17_e2,1,1.0,20.9583
Vanilla RAG,code_generation,123,q18_e2,1,1.0,18.8244
Vanilla RAG,code_generation,123,q19_e2,1,0.5,21.6059
Vanilla RAG,code_generation,456,q00_e2,1,1.0,34.9797
Vanilla RAG,code_generation,456,q01_e2,1,1.0,24.1755
Vanilla RAG,code_generation,456,q02_e2,1,1.0,20.8628
Vanilla RAG,code_generation,456,q03_e2,1,1.0,20.4106
Vanilla RAG,code_generation,456,q04_e2,1,1.0,20.412
Vanilla RAG,code_generation,456,q05_e2,1,1.0,20.36
Vanilla RAG,code_generation,456,q06_e2,1,1.0,19.9861
Vanilla RAG,code_generation,456,q07_e2,1,1.0,19.7373
Vanilla RAG,code_generation,456,q08_e2,1,1.0,19.9207
Vanilla RAG,code_generation,456,q09_e2,1,1.0,19.5181
Vanilla RAG,code_generation,456,q10_e2,1,1.0,20.99
Vanilla RAG,code_generation,456,q11_e2,1,1.0,19.9259
Vanilla RAG,code_generation,456,q12_e2,1,1.0,18.6892
Vanilla RAG,code_generation,456,q13_e2,1,1.0,21.0635
Vanilla RAG,code_generation,456,q14_e2,1,1.0,28.3051
Vanilla RAG,code_generation,456,q15_e2,1,1.0,22.5469
Vanilla RAG,code_generation,456,q16_e2,1,0.5,21.6579
Vanilla RAG,code_generation,456,q17_e2,1,1.0,19.615
Vanilla RAG,code_generation,456,q18_e2,1,1.0,18.9435
Vanilla RAG,code_generation,456,q19_e2,1,0.5,22.2003
Vanilla RAG,code_generation,789,q00_e2,1,1.0,32.7903
Vanilla RAG,code_generation,789,q01_e2,1,1.0,33.6339
Vanilla RAG,code_generation,789,q02_e2,1,1.0,31.0564
Vanilla RAG,code_generation,789,q03_e2,1,1.0,33.3254
Vanilla RAG,code_generation,789,q04_e2,1,1.0,30.8646
Vanilla RAG,code_generation,789,q05_e2,1,1.0,32.9407
Vanilla RAG,code_generation,789,q06_e2,1,1.0,33.3461
Vanilla RAG,code_generation,789,q07_e2,1,1.0,31.5655
Vanilla RAG,code_generation,789,q08_e2,1,1.0,29.959
Vanilla RAG,code_generation,789,q09_e2,1,1.0,32.4588
Vanilla RAG,code_generation,789,q10_e2,1,1.0,33.011
Vanilla RAG,code_generation,789,q11_e2,1,1.0,29.8044
Vanilla RAG,code_generation,789,q12_e2,1,1.0,28.0299
Vanilla RAG,code_generation,789,q13_e2,1,1.0,30.1624
Vanilla RAG,code_generation,789,q14_e2,1,1.0,35.8343
Vanilla RAG,code_generation,789,q15_e2,1,1.0,32.0389
Vanilla RAG,code_generation,789,q16_e2,1,0.5,35.7558
Vanilla RAG,code_generation,789,q17_e2,1,1.0,33.2949
Vanilla RAG,code_generation,789,q18_e2,1,1.0,37.5562
Vanilla RAG,code_generation,789,q19_e2,1,0.5,43.9851
Vanilla RAG,code_generation,1337,q00_e2,1,1.0,22.2735
Vanilla RAG,code_generation,1337,q01_e2,1,1.0,21.6808
Vanilla RAG,code_generation,1337,q02_e2,1,1.0,19.9944
Vanilla RAG,code_generation,1337,q03_e2,1,1.0,19.8241
Vanilla RAG,code_generation,1337,q04_e2,1,1.0,19.4331
Vanilla RAG,code_generation,1337,q05_e2,1,1.0,20.0504
Vanilla RAG,code_generation,1337,q06_e2,1,1.0,20.3416
Vanilla RAG,code_generation,1337,q07_e2,1,1.0,19.1271
Vanilla RAG,code_generation,1337,q08_e2,1,1.0,19.7253
Vanilla RAG,code_generation,1337,q09_e2,1,1.0,23.4381
Vanilla RAG,code_generation,1337,q10_e2,1,1.0,23.8069
Vanilla RAG,code_generation,1337,q11_e2,1,1.0,20.3265
Vanilla RAG,code_generation,1337,q12_e2,1,1.0,18.5588
Vanilla RAG,code_generation,1337,q13_e2,1,1.0,19.8293
Vanilla RAG,code_generation,1337,q14_e2,1,1.0,19.8435
Vanilla RAG,code_generation,1337,q15_e2,1,1.0,20.8032
Vanilla RAG,code_generation,1337,q16_e2,1,0.5,20.1408
Vanilla RAG,code_generation,1337,q17_e2,1,1.0,24.782
Vanilla RAG,code_generation,1337,q18_e2,1,1.0,28.3832
Vanilla RAG,code_generation,1337,q19_e2,1,0.5,21.8269
Vanilla RAG,debugging,42,q00_h1,1,1.0,23.5794
Vanilla RAG,debugging,42,q01_h1,1,1.0,21.1967
Vanilla RAG,debugging,42,q02_h1,1,1.0,28.207
Vanilla RAG,debugging,42,q03_h1,1,1.0,22.4508
Vanilla RAG,debugging,42,q04_h1,1,0.5,20.6538
Vanilla RAG,debugging,42,q05_h1,1,0.5,20.7668
Vanilla RAG,debugging,42,q06_h1,1,1.0,21.6293
Vanilla RAG,debugging,42,q07_h1,1,1.0,20.9673
Vanilla RAG,debugging,42,q08_h1,1,1.0,22.3765
Vanilla RAG,debugging,42,q09_h1,1,0.5,22.131
Vanilla RAG,debugging,42,q10_h1,1,1.0,22.716
Vanilla RAG,debugging,42,q11_h1,1,1.0,21.797
Vanilla RAG,debugging,42,q12_h1,1,0.3333,20.334
Vanilla RAG,debugging,42,q13_h1,1,1.0,20.4745
Vanilla RAG,debugging,42,q14_h1,1,1.0,22.2457
Vanilla RAG,debugging,42,q15_h1,1,1.0,22.2386
Vanilla RAG,debugging,42,q16_h1,1,0.3333,23.1814
Vanilla RAG,debugging,42,q17_h1,1,0.5,22.5324
Vanilla RAG,debugging,42,q18_h1,1,1.0,20.6603
Vanilla RAG,debugging,42,q19_h1,0,0.0,23.0392
Vanilla RAG,debugging,123,q00_h1,1,1.0,22.8665
Vanilla RAG,debugging,123,q01_h1,1,1.0,21.3838
Vanilla RAG,debugging,123,q02_h1,1,1.0,21.4101
Vanilla RAG,debugging,123,q03_h1,1,1.0,22.1258
Vanilla RAG,debugging,123,q04_h1,1,0.5,21.0403
Vanilla RAG,debugging,123,q05_h1,1,0.5,20.6313
Vanilla RAG,debugging,123,q06_h1,1,1.0,21.4676
Vanilla RAG,debugging,123,q07_h1,1,1.0,25.2104
Vanilla RAG,debugging,123,q08_h1,1,1.0,26.4184
Vanilla RAG,debugging,123,q09_h1,1,0.5,22.9998
Vanilla RAG,debugging,123,q10_h1,1,1.0,22.7995
Vanilla RAG,debugging,123,q11_h1,1,1.0,21.6028
Vanilla RAG,debugging,123,q12_h1,1,0.3333,20.8183
Vanilla RAG,debugging,123,q13_h1,1,1.0,20.8419
Vanilla RAG,debugging,123,q14_h1,1,1.0,22.8658
Vanilla RAG,debugging,123,q15_h1,1,1.0,22.5412
Vanilla RAG,debugging,123,q16_h1,1,0.3333,22.3862
Vanilla RAG,debugging,123,q17_h1,1,0.5,22.8858
Vanilla RAG,debugging,123,q18_h1,1,1.0,21.1807
Vanilla RAG,debugging,123,q19_h1,0,0.0,22.4365
Vanilla RAG,debugging,456,q00_h1,1,1.0,37.2573
Vanilla RAG,debugging,456,q01_h1,1,1.0,31.7036
Vanilla RAG,debugging,456,q02_h1,1,1.0,32.0277
Vanilla RAG,debugging,456,q03_h1,1,1.0,33.2611
Vanilla RAG,debugging,456,q04_h1,1,0.5,30.5485
Vanilla RAG,debugging,456,q05_h1,1,0.5,31.4186
Vanilla RAG,debugging,456,q06_h1,1,1.0,34.1964
Vanilla RAG,debugging,456,q07_h1,1,1.0,33.3117
Vanilla RAG,debugging,456,q08_h1,1,1.0,34.8835
Vanilla RAG,debugging,456,q09_h1,1,0.5,37.5274
Vanilla RAG,debugging,456,q10_h1,1,1.0,37.6746
Vanilla RAG,debugging,456,q11_h1,1,1.0,34.4767
Vanilla RAG,debugging,456,q12_h1,1,0.3333,32.9795
Vanilla RAG,debugging,456,q13_h1,1,1.0,32.6809
Vanilla RAG,debugging,456,q14_h1,1,1.0,36.7045
Vanilla RAG,debugging,456,q15_h1,1,1.0,40.9528
Vanilla RAG,debugging,456,q16_h1,1,0.3333,34.8068
Vanilla RAG,debugging,456,q17_h1,1,0.5,36.4142
Vanilla RAG,debugging,456,q18_h1,1,1.0,33.6563
Vanilla RAG,debugging,456,q19_h1,0,0.0,35.1831
Vanilla RAG,debugging,789,q00_h1,1,1.0,22.9704
Vanilla RAG,debugging,789,q01_h1,1,1.0,25.6489
Vanilla RAG,debugging,789,q02_h1,1,1.0,24.9152
Vanilla RAG,debugging,789,q03_h1,1,1.0,22.3916
Vanilla RAG,debugging,789,q04_h1,1,0.5,22.5751
Vanilla RAG,debugging,789,q05_h1,1,0.5,21.1129
Vanilla RAG,debugging,789,q06_h1,1,1.0,21.5951
Vanilla RAG,debugging,789,q07_h1,1,1.0,20.8964
Vanilla RAG,debugging,789,q08_h1,1,1.0,21.5266
Vanilla RAG,debugging,789,q09_h1,1,0.5,22.4942
Vanilla RAG,debugging,789,q10_h1,1,1.0,23.5446
Vanilla RAG,debugging,789,q11_h1,1,1.0,23.0136
Vanilla RAG,debugging,789,q12_h1,1,0.3333,21.7999
Vanilla RAG,debugging,789,q13_h1,1,1.0,21.3065
Vanilla RAG,debugging,789,q14_h1,1,1.0,22.9952
Vanilla RAG,debugging,789,q15_h1,1,1.0,22.8219
Vanilla RAG,debugging,789,q16_h1,1,0.3333,21.6647
Vanilla RAG,debugging,789,q17_h1,1,0.5,22.0404
Vanilla RAG,debugging,789,q18_h1,1,1.0,20.802
Vanilla RAG,debugging,789,q19_h1,0,0.0,22.2611
Vanilla RAG,debugging,1337,q00_h1,1,1.0,23.6854
Vanilla RAG,debugging,1337,q01_h1,1,1.0,27.7919
Vanilla RAG,debugging,1337,q02_h1,1,1.0,21.889
Vanilla RAG,debugging,1337,q03_h1,1,1.0,22.062
Vanilla RAG,debugging,1337,q04_h1,1,0.5,21.4869
Vanilla RAG,debugging,1337,q05_h1,1,0.5,20.392
Vanilla RAG,debugging,1337,q06_h1,1,1.0,21.2398
Vanilla RAG,debugging,1337,q07_h1,1,1.0,21.0721
Vanilla RAG,debugging,1337,q08_h1,1,1.0,21.6927
Vanilla RAG,debugging,1337,q09_h1,1,0.5,22.1717
Vanilla RAG,debugging,1337,q10_h1,1,1.0,22.5408
Vanilla RAG,debugging,1337,q11_h1,1,1.0,21.6776
Vanilla RAG,debugging,1337,q12_h1,1,0.3333,21.1123
Vanilla RAG,debugging,1337,q13_h1,1,1.0,21.2257
Vanilla RAG,debugging,1337,q14_h1,1,1.0,23.0092
Vanilla RAG,debugging,1337,q15_h1,1,1.0,22.7085
Vanilla RAG,debugging,1337,q16_h1,1,0.3333,21.9546
Vanilla RAG,debugging,1337,q17_h1,1,0.5,22.9896
Vanilla RAG,debugging,1337,q18_h1,1,1.0,21.3444
Vanilla RAG,debugging,1337,q19_h1,0,0.0,22.622
Vanilla RAG,api_integration,42,q00_m1,1,0.3333,32.1661
Vanilla RAG,api_integration,42,q01_m1,1,1.0,24.2591
Vanilla RAG,api_integration,42,q02_m1,1,0.5,19.3458
Vanilla RAG,api_integration,42,q03_m1,1,1.0,19.4973
Vanilla RAG,api_integration,42,q04_m1,1,1.0,21.1835
Vanilla RAG,api_integration,42,q05_m1,1,1.0,20.7345
Vanilla RAG,api_integration,42,q06_m1,1,0.5,20.3926
Vanilla RAG,api_integration,42,q07_m1,1,0.5,20.5331
Vanilla RAG,api_integration,42,q08_m1,1,0.3333,22.1781
Vanilla RAG,api_integration,42,q09_m1,1,1.0,21.8513
Vanilla RAG,api_integration,42,q10_m1,1,0.3333,21.3608
Vanilla RAG,api_integration,42,q11_m1,1,1.0,19.4937
Vanilla RAG,api_integration,42,q12_m1,1,0.5,19.2488
Vanilla RAG,api_integration,42,q13_m1,1,1.0,23.1663
Vanilla RAG,api_integration,42,q14_m1,1,1.0,22.4641
Vanilla RAG,api_integration,42,q15_m1,1,0.25,19.5882
Vanilla RAG,api_integration,42,q16_m1,1,0.3333,18.6566
Vanilla RAG,api_integration,42,q17_m1,1,1.0,19.6193
Vanilla RAG,api_integration,42,q18_m1,1,1.0,18.8804
Vanilla RAG,api_integration,42,q19_m1,1,0.25,20.4886
Vanilla RAG,api_integration,123,q00_m1,1,0.3333,28.2139
Vanilla RAG,api_integration,123,q01_m1,1,1.0,31.5497
Vanilla RAG,api_integration,123,q02_m1,1,0.5,32.891
Vanilla RAG,api_integration,123,q03_m1,1,1.0,35.6427
Vanilla RAG,api_integration,123,q04_m1,1,1.0,34.833
Vanilla RAG,api_integration,123,q05_m1,1,1.0,32.9765
Vanilla RAG,api_integration,123,q06_m1,1,0.5,29.0745
Vanilla RAG,api_integration,123,q07_m1,1,0.5,30.0056
Vanilla RAG,api_integration,123,q08_m1,1,0.3333,31.5242
Vanilla RAG,api_integration,123,q09_m1,1,1.0,30.6962
Vanilla RAG,api_integration,123,q10_m1,1,0.3333,32.0606
Vanilla RAG,api_integration,123,q11_m1,1,1.0,30.518
Vanilla RAG,api_integration,123,q12_m1,1,0.5,32.3223
Vanilla RAG,api_integration,123,q13_m1,1,1.0,32.3633
Vanilla RAG,api_integration,123,q14_m1,1,1.0,31.9383
Vanilla RAG,api_integration,123,q15_m1,1,0.25,25.7333
Vanilla RAG,api_integration,123,q16_m1,1,0.3333,18.2522
Vanilla RAG,api_integration,123,q17_m1,1,1.0,21.7899
Vanilla RAG,api_integration,123,q18_m1,1,1.0,20.7584
Vanilla RAG,api_integration,123,q19_m1,1,0.25,25.0909
Vanilla RAG,api_integration,456,q00_m1,1,0.3333,20.1711
Vanilla RAG,api_integration,456,q01_m1,1,1.0,21.0127
Vanilla RAG,api_integration,456,q02_m1,1,0.5,19.7888
Vanilla RAG,api_integration,456,q03_m1,1,1.0,19.8865
Vanilla RAG,api_integration,456,q04_m1,1,1.0,21.4536
Vanilla RAG,api_integration,456,q05_m1,1,1.0,21.2464
Vanilla RAG,api_integration,456,q06_m1,1,0.5,19.5507
Vanilla RAG,api_integration,456,q07_m1,1,0.5,20.5797
Vanilla RAG,api_integration,456,q08_m1,1,0.3333,21.8586
Vanilla RAG,api_integration,456,q09_m1,1,1.0,19.1905
Vanilla RAG,api_integration,456,q10_m1,1,0.3333,19.9294
Vanilla RAG,api_integration,456,q11_m1,1,1.0,18.5511
Vanilla RAG,api_integration,456,q12_m1,1,0.5,19.3376
Vanilla RAG,api_integration,456,q13_m1,1,1.0,21.0401
Vanilla RAG,api_integration,456,q14_m1,1,1.0,20.9573
Vanilla RAG,api_integration,456,q15_m1,1,0.25,18.7931
Vanilla RAG,api_integration,456,q16_m1,1,0.3333,18.7072
Vanilla RAG,api_integration,456,q17_m1,1,1.0,19.533
Vanilla RAG,api_integration,456,q18_m1,1,1.0,19.1295
Vanilla RAG,api_integration,456,q19_m1,1,0.25,24.9691
Vanilla RAG,api_integration,789,q00_m1,1,0.3333,18.9821
Vanilla RAG,api_integration,789,q01_m1,1,1.0,20.1977
Vanilla RAG,api_integration,789,q02_m1,1,0.5,19.0738
Vanilla RAG,api_integration,789,q03_m1,1,1.0,18.9608
Vanilla RAG,api_integration,789,q04_m1,1,1.0,20.6404
Vanilla RAG,api_integration,789,q05_m1,1,1.0,20.4296
Vanilla RAG,api_integration,789,q06_m1,1,0.5,19.336
Vanilla RAG,api_integration,789,q07_m1,1,0.5,19.6224
Vanilla RAG,api_integration,789,q08_m1,1,0.3333,20.1836
Vanilla RAG,api_integration,789,q09_m1,1,1.0,19.6758
Vanilla RAG,api_integration,789,q10_m1,1,0.3333,19.651
Vanilla RAG,api_integration,789,q11_m1,1,1.0,18.4364
Vanilla RAG,api_integration,789,q12_m1,1,0.5,18.8902
Vanilla RAG,api_integration,789,q13_m1,1,1.0,19.8962
Vanilla RAG,api_integration,789,q14_m1,1,1.0,19.7826
Vanilla RAG,api_integration,789,q15_m1,1,0.25,17.9696
Vanilla RAG,api_integration,789,q16_m1,1,0.3333,18.6793
Vanilla RAG,api_integration,789,q17_m1,1,1.0,19.5786
Vanilla RAG,api_integration,789,q18_m1,1,1.0,18.3522
Vanilla RAG,api_integration,789,q19_m1,1,0.25,20.2596
Vanilla RAG,api_integration,1337,q00_m1,1,0.3333,19.5025
Vanilla RAG,api_integration,1337,q01_m1,1,1.0,20.2204
Vanilla RAG,api_integration,1337,q02_m1,1,0.5,18.6275
Vanilla RAG,api_integration,1337,q03_m1,1,1.0,19.7167
Vanilla RAG,api_integration,1337,q04_m1,1,1.0,20.2971
Vanilla RAG,api_integration,1337,q05_m1,1,1.0,19.8044
Vanilla RAG,api_integration,1337,q06_m1,1,0.5,19.8646
Vanilla RAG,api_integration,1337,q07_m1,1,0.5,19.0008
Vanilla RAG,api_integration,1337,q08_m1,1,0.3333,19.3618
Vanilla RAG,api_integration,1337,q09_m1,1,1.0,19.3767
Vanilla RAG,api_integration,1337,q10_m1,1,0.3333,19.743
Vanilla RAG,api_integration,1337,q11_m1,1,1.0,18.5761
Vanilla RAG,api_integration,1337,q12_m1,1,0.5,19.7292
Vanilla RAG,api_integration,1337,q13_m1,1,1.0,20.2547
Vanilla RAG,api_integration,1337,q14_m1,1,1.0,20.0935
Vanilla RAG,api_integration,1337,q15_m1,1,0.25,17.8519
Vanilla RAG,api_integration,1337,q16_m1,1,0.3333,18.927
Vanilla RAG,api_integration,1337,q17_m1,1,1.0,19.3167
Vanilla RAG,api_integration,1337,q18_m1,1,1.0,18.3737
Vanilla RAG,api_integration,1337,q19_m1,1,0.25,19.8341
Vanilla RAG,cross_session,42,q00_m2,0,0.0,36.2244
Vanilla RAG,cross_session,42,q00_h2,1,0.25,42.1651
Vanilla RAG,cross_session,42,q01_m2,1,1.0,36.9783
Vanilla RAG,cross_session,42,q01_h2,1,1.0,43.5526
Vanilla RAG,cross_session,42,q02_m2,1,0.2,35.5512
Vanilla RAG,cross_session,42,q02_h2,0,1.0,38.4784
Vanilla RAG,cross_session,42,q03_m2,1,0.5,33.9587
Vanilla RAG,cross_session,42,q03_h2,0,1.0,38.2428
Vanilla RAG,cross_session,42,q04_m2,1,0.5,36.5824
Vanilla RAG,cross_session,42,q04_h2,1,0.5,39.205
Vanilla RAG,cross_session,42,q05_m2,1,1.0,33.3227
Vanilla RAG,cross_session,42,q05_h2,1,1.0,24.9884
Vanilla RAG,cross_session,42,q06_m2,1,0.25,21.1821
Vanilla RAG,cross_session,42,q06_h2,1,1.0,25.0009
Vanilla RAG,cross_session,42,q07_m2,1,0.25,21.7569
Vanilla RAG,cross_session,42,q07_h2,1,1.0,23.997
Vanilla RAG,cross_session,42,q08_m2,1,0.5,22.255
Vanilla RAG,cross_session,42,q08_h2,0,1.0,25.0281
Vanilla RAG,cross_session,42,q09_m2,1,1.0,22.3338
Vanilla RAG,cross_session,42,q09_h2,1,1.0,25.8695
Vanilla RAG,cross_session,123,q00_m2,0,0.0,21.429
Vanilla RAG,cross_session,123,q00_h2,1,0.25,25.3355
Vanilla RAG,cross_session,123,q01_m2,1,1.0,23.4342
Vanilla RAG,cross_session,123,q01_h2,1,1.0,27.0653
Vanilla RAG,cross_session,123,q02_m2,1,0.2,22.264
Vanilla RAG,cross_session,123,q02_h2,0,1.0,24.6132
Vanilla RAG,cross_session,123,q03_m2,1,0.5,21.6186
Vanilla RAG,cross_session,123,q03_h2,0,1.0,24.7555
Vanilla RAG,cross_session,123,q04_m2,1,0.5,23.5013
Vanilla RAG,cross_session,123,q04_h2,1,0.5,25.9458
Vanilla RAG,cross_session,123,q05_m2,1,1.0,23.497
Vanilla RAG,cross_session,123,q05_h2,1,1.0,23.606
Vanilla RAG,cross_session,123,q06_m2,1,0.25,21.2731
Vanilla RAG,cross_session,123,q06_h2,1,1.0,26.0621
Vanilla RAG,cross_session,123,q07_m2,1,0.25,21.7257
Vanilla RAG,cross_session,123,q07_h2,1,1.0,23.0205
Vanilla RAG,cross_session,123,q08_m2,1,0.5,21.5609
Vanilla RAG,cross_session,123,q08_h2,0,1.0,29.8379
Vanilla RAG,cross_session,123,q09_m2,1,1.0,24.6599
Vanilla RAG,cross_session,123,q09_h2,1,1.0,26.7222
Vanilla RAG,cross_session,456,q00_m2,0,0.0,29.3447
Vanilla RAG,cross_session,456,q00_h2,1,0.25,26.347
Vanilla RAG,cross_session,456,q01_m2,1,1.0,23.2132
Vanilla RAG,cross_session,456,q01_h2,1,1.0,27.1778
Vanilla RAG,cross_session,456,q02_m2,1,0.2,22.9492
Vanilla RAG,cross_session,456,q02_h2,0,1.0,25.1314
Vanilla RAG,cross_session,456,q03_m2,1,0.5,22.6664
Vanilla RAG,cross_session,456,q03_h2,0,1.0,24.9761
Vanilla RAG,cross_session,456,q04_m2,1,0.5,23.1625
Vanilla RAG,cross_session,456,q04_h2,1,0.5,25.0806
Vanilla RAG,cross_session,456,q05_m2,1,1.0,23.0145
Vanilla RAG,cross_session,456,q05_h2,1,1.0,23.9089
Vanilla RAG,cross_session,456,q06_m2,1,0.25,21.5347
Vanilla RAG,cross_session,456,q06_h2,1,1.0,24.9933
Vanilla RAG,cross_session,456,q07_m2,1,0.25,21.3273
Vanilla RAG,cross_session,456,q07_h2,1,1.0,23.6952
Vanilla RAG,cross_session,456,q08_m2,1,0.5,25.9647
Vanilla RAG,cross_session,456,q08_h2,0,1.0,26.2264
Vanilla RAG,cross_session,456,q09_m2,1,1.0,22.7768
Vanilla RAG,cross_session,456,q09_h2,1,1.0,25.0036
Vanilla RAG,cross_session,789,q00_m2,0,0.0,21.8154
Vanilla RAG,cross_session,789,q00_h2,1,0.25,25.1808
Vanilla RAG,cross_session,789,q01_m2,1,1.0,25.6951
Vanilla RAG,cross_session,789,q01_h2,1,1.0,39.3035
Vanilla RAG,cross_session,789,q02_m2,1,0.2,22.5282
Vanilla RAG,cross_session,789,q02_h2,0,1.0,24.6118
Vanilla RAG,cross_session,789,q03_m2,1,0.5,21.969
Vanilla RAG,cross_session,789,q03_h2,0,1.0,24.941
Vanilla RAG,cross_session,789,q04_m2,1,0.5,23.4737
Vanilla RAG,cross_session,789,q04_h2,1,0.5,25.7965
Vanilla RAG,cross_session,789,q05_m2,1,1.0,23.3228
Vanilla RAG,cross_session,789,q05_h2,1,1.0,22.7011
Vanilla RAG,cross_session,789,q06_m2,1,0.25,21.4306
Vanilla RAG,cross_session,789,q06_h2,1,1.0,25.6371
Vanilla RAG,cross_session,789,q07_m2,1,0.25,21.5656
Vanilla RAG,cross_session,789,q07_h2,1,1.0,25.9138
Vanilla RAG,cross_session,789,q08_m2,1,0.5,21.6151
Vanilla RAG,cross_session,789,q08_h2,0,1.0,24.6503
Vanilla RAG,cross_session,789,q09_m2,1,1.0,22.7109
Vanilla RAG,cross_session,789,q09_h2,1,1.0,25.3922
Vanilla RAG,cross_session,1337,q00_m2,0,0.0,26.4569
Vanilla RAG,cross_session,1337,q00_h2,1,0.25,27.3593
Vanilla RAG,cross_session,1337,q01_m2,1,1.0,24.9445
Vanilla RAG,cross_session,1337,q01_h2,1,1.0,27.6459
Vanilla RAG,cross_session,1337,q02_m2,1,0.2,24.2679
Vanilla RAG,cross_session,1337,q02_h2,0,1.0,24.6787
Vanilla RAG,cross_session,1337,q03_m2,1,0.5,24.0194
Vanilla RAG,cross_session,1337,q03_h2,0,1.0,40.2585
Vanilla RAG,cross_session,1337,q04_m2,1,0.5,25.2859
Vanilla RAG,cross_session,1337,q04_h2,1,0.5,26.353
Vanilla RAG,cross_session,1337,q05_m2,1,1.0,24.5706
Vanilla RAG,cross_session,1337,q05_h2,1,1.0,23.3063
Vanilla RAG,cross_session,1337,q06_m2,1,0.25,21.0838
Vanilla RAG,cross_session,1337,q06_h2,1,1.0,25.5405
Vanilla RAG,cross_session,1337,q07_m2,1,0.25,21.9433
Vanilla RAG,cross_session,1337,q07_h2,1,1.0,23.8109
Vanilla RAG,cross_session,1337,q08_m2,1,0.5,22.3572
Vanilla RAG,cross_session,1337,q08_h2,0,1.0,25.3488
Vanilla RAG,cross_session,1337,q09_m2,1,1.0,23.8873
Vanilla RAG,cross_session,1337,q09_h2,1,1.0,25.4122
